Date,Close,High,Low,Open,Volume
,TATAMOTORS.NS,TATAMOTORS.NS,TATAMOTORS.NS,TATAMOTORS.NS,TATAMOTORS.NS
2023-05-25,507.3095703125,510.4134600041587,501.6438139062427,510.4134600041587,11543712
2023-05-26,510.85687255859375,512.1378209290128,504.6984091034589,507.3588773443261,8360570
2023-05-29,513.8129272460938,517.4094337647517,512.0885575047355,517.3109224074573,6596504
2023-05-30,511.2016906738281,515.8328669324151,510.4134194288271,513.8129030729623,5134688
2023-05-31,518.5919189453125,519.7743560489344,508.8369481582433,512.3349436446355,12327284
2023-06-01,527.361572265625,528.3961821324602,515.1924119863113,519.7743330067557,12511265
2023-06-02,528.0513916015625,533.3230130318424,524.947501510788,529.1352572713151,12294728
2023-06-05,538.2496948242188,540.7623358335934,530.0220118751652,531.1058773643092,15008325
2023-06-06,547.610595703125,548.8422884509953,537.3628879843453,541.4028762821083,15395092
2023-06-07,559.6318969726562,566.5786316454518,544.0633135574301,550.615882516931,20855239
2023-06-08,551.5027465820312,568.105940458767,548.8422782677444,561.6518826079252,21527339
2023-06-09,554.064697265625,558.153941566781,551.1086344381634,556.1339773295994,9361533
2023-06-12,555.8875732421875,560.5680055006861,552.4388336832938,558.6958085407887,7599572
2023-06-13,553.9661865234375,562.686547817848,552.5374107936253,559.3856350466028,12845897
2023-06-14,561.947509765625,562.8343526361078,555.7397900959942,557.7104985715118,12713256
2023-06-15,560.1246337890625,566.5786920792808,559.4348737878464,563.4255464603286,12475759
2023-06-16,561.454833984375,563.8197082171304,557.759755583976,561.307066933109,8736313
2023-06-19,557.759765625,564.8050726250933,555.9368843044869,562.2924312958384,6280388
2023-06-20,574.7078247070312,575.3975846603468,554.2617254997086,557.7597208057242,18074902
2023-06-21,572.8849487304688,577.3190425746945,566.0859807794905,576.3829440682197,9146332
2023-06-22,561.0113525390625,576.1365745915646,559.8782313688954,575.4468146690208,11229179
2023-06-23,551.4535522460938,562.785126576801,549.5320993530711,561.651945087229,9362695
2023-06-26,559.5333251953125,560.6665065145372,549.630528101468,551.7983192410209,6986621
2023-06-27,564.7064819335938,568.4508760992231,560.1246208749931,561.6519078945266,9404450
2023-06-28,578.0580444335938,581.3589568268753,567.0713214472318,570.5200610216285,16720940
2023-06-30,586.82763671875,590.2271204759503,579.3882251082783,579.733074995298,12488047
2023-07-03,582.1472778320312,593.4788516867931,581.3590064616892,591.2125489440907,11131048
2023-07-04,582.7877197265625,587.6652347611629,580.866267120054,585.6945264757684,6917886
2023-07-05,579.6346435546875,584.3150762905732,576.3829865243224,583.3297220303867,8715919
2023-07-06,592.0007934570312,596.0900374582106,579.9302044636979,582.1472514216571,14356681
2023-07-07,609.14599609375,615.6493099454228,583.526786152464,591.2125371065999,21066726
2023-07-10,609.58935546875,625.5027885544686,608.5054298429817,614.8609759981341,23802524
2023-07-11,619.295166015625,621.2166188930887,613.0381903836627,615.797170344026,12051173
2023-07-12,612.348388671875,621.5614265215916,610.279108736532,620.7238994957077,10785502
2023-07-13,611.5601806640625,617.3244793597627,606.4855818769895,615.8464478848391,9689708
2023-07-14,615.7478637695312,616.8317293332665,610.4269270318827,613.8756667326278,7010179
2023-07-17,609.4415893554688,617.8171002843636,608.1113852056145,617.7185889181704,7580645
2023-07-18,603.1353149414062,611.7571646656861,598.1100323014692,611.3138033642953,10359400
2023-07-19,611.5108032226562,616.1419800723885,601.2138997644867,605.0074894447334,11128348
2023-07-20,612.5454711914062,614.4668637957132,607.1752786968407,613.5308254054091,7834891
2023-07-21,616.58544921875,621.7585592601379,608.6533591835394,611.905016324161,12914610
2023-07-24,620.0341186523438,625.1579724239259,617.0780561081133,618.7531702447599,12247844
2023-07-25,630.0847778320312,633.0900962216427,624.0740809115584,626.6852936917741,13988137
2023-07-26,631.7105712890625,655.6547271339246,629.6413514674999,630.6267056951486,31673714
2023-07-27,634.2724609375,638.952893021264,627.4242377551124,637.5241175148138,11696851
2023-07-28,627.946533203125,638.5226951734381,624.4870449165816,638.5226951734381,9299530
2023-07-31,636.8423461914062,638.0778776950868,628.5396106838845,632.7898269908085,7502361
2023-08-01,636.199951171875,645.3428849481877,634.569025339759,637.5343011591037,8924219
2023-08-02,615.4429931640625,636.8423631815054,609.3147446765759,636.5458476784488,15762687
2023-08-03,611.7858276367188,619.1990170975514,607.0413984475239,615.7889378798303,11458920
2023-08-04,607.8815307617188,617.7657832944296,606.2011957654199,617.617495374963,11806739
2023-08-07,602.4451904296875,611.8352303133331,601.4567651787775,611.8352303133331,9893466
2023-08-08,600.2706298828125,607.6344099092231,598.2443702278281,605.4598623383204,8863640
2023-08-09,615.3441162109375,616.7773448632967,598.3431901521731,603.5324226209748,13362350
2023-08-10,611.0938720703125,621.0275331372994,591.078262026764,615.7888917101571,53116980
2023-08-11,604.7185668945312,617.5186861808243,602.9394134778756,612.5765598408417,9347707
2023-08-14,600.320068359375,604.9162700327671,587.618827670719,604.9162700327671,14492164
2023-08-16,611.588134765625,614.1580163317498,590.3864006946785,599.6776223482508,14562074
2023-08-17,606.64599609375,614.8005043915479,603.9278266611508,612.8236538951121,12119293
2023-08-18,608.6723022460938,612.9225190721069,603.8290543573602,605.707026275104,11190760
2023-08-21,613.31787109375,616.0854497436648,607.6838350711477,609.8583826991842,9580365
2023-08-22,613.0213623046875,619.2484294174488,611.4398456811875,614.6028185994969,8534395
2023-08-23,606.7943115234375,615.5418512352883,606.0529925536639,615.5418512352883,8248333
2023-08-24,603.87841796875,611.8352291578108,602.5934772107316,610.8468039087675,7096025
2023-08-25,598.0960693359375,609.5618379479936,586.4326639451959,603.7795142829506,16075509
2023-08-28,595.4273681640625,601.4567377885618,594.5871705418376,598.3926437817547,7479254
2023-08-29,600.1224365234375,603.4336371000446,596.6134784952012,596.6134784952012,6956667
2023-08-30,598.5408935546875,605.8058552845739,597.9972717370281,604.1255203065173,5676055
2023-08-31,594.0435791015625,602.5934817009728,592.1161377858277,601.7532840358115,10544271
2023-09-01,604.1255493164062,607.7827349551608,594.933206185104,597.2065722863757,10297492
2023-09-04,601.950927734375,608.4745097162786,598.9856522282944,608.4745097162786,8392665
2023-09-05,604.0761108398438,611.7364064661054,601.0119563921256,602.939397679955,8560651
2023-09-06,603.1865234375,605.4598895018827,598.5903217820836,604.0761303155455,6520064
2023-09-07,607.78271484375,609.3641711239501,602.0003908913452,603.8290138145597,6520293
2023-09-08,619.9896850585938,621.6206107131392,607.0907487145823,610.7973430851996,16190749
2023-09-11,627.5017700195312,628.0454521909404,623.2021441477681,627.3041332248645,8780510
2023-09-12,613.6143798828125,631.6037314032276,608.1286318401186,630.6153061584652,12541377
2023-09-13,618.6553955078125,621.2252770570817,612.3788588980088,613.8120875933934,6988358
2023-09-14,617.3704223632812,623.4986713298645,616.0854815304557,620.8299109363387,5722295
2023-09-15,626.9087524414062,629.1327093873947,619.8909568766534,621.4230040403734,18917805
2023-09-18,633.2346801757812,636.7435778563276,625.8214905709544,628.5396600927243,11108349
2023-09-20,631.1094970703125,639.5111113617733,629.6268592541724,633.2840445997222,11777925
2023-09-21,619.7919921875,634.2724450922933,616.7773074779043,631.1094724753876,9266854
2023-09-22,613.2684326171875,623.4986093926472,611.8352039992708,620.7310308748661,6551917
2023-09-25,611.5387573242188,617.9635219018495,610.7480291342491,616.6291115231253,6390681
2023-09-26,612.6259765625,618.4577098467785,610.7974139257251,611.538732885827,6271108
2023-09-27,612.971923828125,614.7016679617526,609.6112539513164,612.7742267185442,5960490
2023-09-28,606.991943359375,616.5796806891766,605.163380713685,615.6901341299322,6768196
2023-09-29,622.9055786132812,625.673157132014,609.8583537921843,611.5386887127786,8969405
2023-10-03,613.2684326171875,625.3272322253983,611.4398097844362,625.2777627020288,6894577
2023-10-04,606.4977416992188,613.6144159455,601.2590996598356,613.6144159455,7612709
2023-10-05,612.4282836914062,614.1580279436497,607.5356267837282,611.8352526506852,7893892
2023-10-06,615.2453002929688,620.0885477527777,612.8236463987199,619.7426230516087,7922379
2023-10-09,610.2042846679688,614.8004860666624,606.5965688167194,613.6143637384168,6381189
2023-10-10,623.2515869140625,625.179028395408,610.4514666780143,612.8237116287003,9833429
2023-10-11,626.66162109375,630.4176250534948,625.2778015844641,625.673195823886,7701931
2023-10-12,629.5775146484375,632.7898969129697,627.6994824238491,629.626923848307,5928732
2023-10-13,659.3784790039062,661.2565111641,625.6732011463008,626.6122172263977,28011678
2023-10-16,658.4888916015625,669.9545999867725,653.5961747118947,660.8116667299331,20005816
2023-10-17,648.1104736328125,663.1345500813777,647.0726391457898,662.2449431903914,10263992
2023-10-18,660.7622680664062,664.4688626890675,646.2324050798366,650.9768341311052,14908778
2023-10-19,661.0587768554688,664.5182651348111,650.9768275185046,655.2765134343286,10633043
2023-10-20,655.5236206054688,668.5708456276666,652.8548604350007,658.9336996939176,11759568
2023-10-23,639.8570556640625,659.526742092489,637.534280479064,655.9684353561745,8564004
2023-10-25,630.467041015625,644.3544644691665,628.6878875765193,642.476432304799,8229559
2023-10-26,619.2977905273438,628.2924959506299,616.9256062693269,627.6499954458645,8889373
2023-10-27,633.6300048828125,636.4964622864996,621.1758706591655,622.7079177561608,10232856
2023-10-30,621.2252807617188,636.3481752920893,614.6522285999076,636.3481752920893,12786883
2023-10-31,621.37353515625,634.5689876368498,620.0391249196143,634.5689876368498,11395766
2023-11-01,620.4345703125,626.4639404861134,619.05075076674,622.7079364273694,8785264
2023-11-02,629.0833129882812,630.8130573148026,622.8067759491161,624.6848082065312,9934305
2023-11-03,640.0053100585938,658.2911760602678,638.7203693782674,654.3374753031492,23087856
2023-11-06,638.5721435546875,645.2934234295403,635.7551556228282,645.2934234295403,10801301
2023-11-07,637.5342407226562,642.3775482332637,635.8539058519137,637.5342407226562,6588073
2023-11-08,635.1126708984375,641.537435413677,634.4702306441295,640.499600903877,6551864
2023-11-09,641.8339233398438,646.08420025318,635.2609315079764,636.5458722900287,10155047
2023-11-10,643.5142211914062,645.3922532227176,636.5458355235397,641.8338862679203,6425792
2023-11-13,645.6887817382812,646.4301006610577,641.7844900125876,645.4416754306891,3279829
2023-11-15,663.7769775390625,665.7044188799542,648.9505984994198,652.3606777442758,11324434
2023-11-16,672.5245361328125,677.5654805657216,663.1344966501366,666.1985906656403,17501373
2023-11-17,673.6612548828125,679.6906854434443,671.7338134713917,674.6002709887553,9563220
2023-11-20,666.4951171875,678.8010233051475,662.9368105087844,674.1060034861457,8324354
2023-11-21,673.8095092773438,675.3909655559288,667.1870479944754,669.1638985070516,7291057
2023-11-22,673.3153076171875,679.3940868451658,668.2248933329073,676.0334771162575,9279642
2023-11-23,672.0797729492188,677.960915358742,669.2133155409396,675.2921550697737,5885370
2023-11-24,665.902099609375,674.0566078804675,663.4804456934339,673.5129860614658,6951690
2023-11-28,689.4266357421875,691.3540771121513,666.4457478841146,669.6087208593511,16015860
2023-11-29,704.104736328125,706.1310564503366,686.3130809785456,694.615877606493,16122864
2023-11-30,698.2236328125,708.948022829083,688.9324111702626,708.0090067595978,24275245
2023-12-01,697.2846069335938,702.7703550230993,694.862952997523,699.8050792635082,10565415
2023-12-04,697.432861328125,708.7009337791022,696.642133160916,707.712508487918,9348036
2023-12-05,700.7440795898438,706.6252217800873,696.839787861619,697.7293947010028,9601509
2023-12-06,714.0878295898438,716.4106047817561,700.7934979923747,700.8429071888366,12148825
2023-12-07,713.5936279296875,719.0793760523904,707.7124855718372,716.608312904444,10451801
2023-12-08,706.279296875,719.1782351719744,699.3109104689282,713.6924867386282,8557203
2023-12-11,712.4569091796875,718.0909451786926,708.2561018610235,709.4916334253364,6403209
2023-12-12,707.1194458007812,716.4106069249144,704.7472010766212,716.4106069249144,6461539
2023-12-13,711.9627075195312,713.0994207076826,705.2414277718863,707.7124909385712,5807736
2023-12-14,711.4190673828125,716.3117843926905,710.2823542239104,715.6198746580844,6732352
2023-12-15,723.9227294921875,725.5041858748785,712.901763027597,715.5211142606664,12082079
2023-12-18,722.3411865234375,726.2454784666078,719.6724261870495,724.4169158200467,5450397
2023-12-19,720.5125732421875,724.120289083241,717.5967067893582,724.120289083241,4511101
2023-12-20,697.0869140625,724.5157150057604,694.9123664264855,722.4894552901044,8107602
2023-12-21,700.6452026367188,703.659947861852,688.1910688260637,694.862939152205,7702232
2023-12-22,716.311767578125,722.5388343860291,703.7587552433005,708.503184224147,12062238
2023-12-26,711.2213745117188,719.079367292196,708.3055079669266,718.9805488989581,7229143
2023-12-27,732.3242797851562,733.2632354942273,716.7565823542675,719.5735701388576,15052800
2023-12-28,745.173828125,749.176938364838,730.4956768073404,734.0540439428444,14906199
2023-12-29,770.9222412109375,793.6066114520479,745.272595391347,746.2610205841736,41170191
2024-01-01,781.448974609375,789.4552552915378,772.0095255848332,775.9138173685401,12570717
2024-01-02,775.32080078125,794.6939118133837,769.9832802271467,791.2344233913105,13791090
2024-01-03,772.4049072265625,780.8559308683238,767.2650839702991,776.9516391482445,8559060
2024-01-04,786.5394287109375,792.5193896815813,782.1409240812484,788.7633856252945,14298444
2024-01-05,781.7949829101562,796.5719528292658,777.9895094062206,789.7517943039256,11091198
2024-01-08,779.9663696289062,791.0861541046436,778.3849133016114,789.1587730584691,7668471
2024-01-09,790.54248046875,799.833701686777,783.9694889398382,790.6907683835211,12872757
2024-01-10,799.0924072265625,801.6128795539968,783.4753003071547,790.7402017795283,9980044
2024-01-11,806.2090454101562,808.0376079143285,799.0923718435221,804.0839070804969,11075167
2024-01-12,806.9998168945312,809.0754858124035,799.7843245506298,808.6801519049799,7664094
2024-01-15,803.0460815429688,810.9040741026986,800.920943189848,810.5086798834755,4835856
2024-01-16,809.3719482421875,817.427637727323,803.0460631800826,803.0460631800826,10159066
2024-01-17,796.2259521484375,804.2816421086585,794.6939050688313,801.6128818542566,7895439
2024-01-18,809.5697021484375,813.424584817775,787.7749370962675,797.6591897574503,11500495
2024-01-19,814.017578125,816.4392319805103,810.0144680484602,814.314093625357,5706888
2024-01-23,791.1849975585938,818.0207066997912,787.0830086700497,815.3520068075414,9436209
2024-01-24,801.5140991210938,802.6013428185581,779.3733482911737,793.1124840792738,7217542
2024-01-25,802.4530029296875,804.7264292332133,791.0367035307995,804.578141316483,10109720
2024-01-29,831.265625,834.0332036001362,801.662277061789,802.453005186301,12823686
2024-01-30,848.9089965820312,875.695356888619,833.0941926798178,833.2424805978767,19734613
2024-01-31,873.965576171875,886.1231940976617,855.1854973231794,855.1854973231794,24562392
2024-02-01,868.33154296875,889.7309727977471,866.1569954510704,889.5826848854581,14505885
2024-02-02,868.5786743164062,885.3819032932244,866.7006422404629,875.7447572624022,13003437
2024-02-05,916.0725708007812,939.0040501976629,904.7550888668707,923.1892451417023,38686871
2024-02-06,928.6749267578125,930.4046709363461,917.654021474655,925.5614234336656,12714803
2024-02-07,922.9915161132812,933.0734660537529,917.3080707427207,933.0734660537529,7913010
2024-02-08,913.6014404296875,928.8232133098697,908.1651015908636,926.1544530868912,11576253
2024-02-09,904.4091186523438,916.6656160857752,895.5627004533395,915.2817965814976,7904881
2024-02-12,901.0484008789062,914.2933228769225,897.4900942402656,905.4963143415507,7286778
2024-02-13,896.4028930664062,908.4616329840761,883.6521830718134,901.0484435287757,8574218
2024-02-14,907.6708984375,909.3018242376357,883.9981015448508,889.5827283599195,6570939
2024-02-15,909.8948364257812,916.2701912461442,905.7434383802876,913.0084000420736,6430799
2024-02-16,927.7359008789062,937.8178503355516,913.403734980067,914.2933418225049,12826164
2024-02-19,921.8053588867188,932.0355963644795,920.2733118234858,932.0355963644795,4632214
2024-02-20,915.627685546875,923.8316631997218,909.7466037050206,923.6339660884445,4733639
2024-02-21,910.3890991210938,926.3521916480619,905.8917761280404,915.627741079882,6011018
2024-02-22,921.5088500976562,923.0408971720591,904.0137110767622,913.9474331193364,6437014
2024-02-23,926.5498657226562,928.9220501567828,918.6424636181871,922.2995888285518,7047473
2024-02-26,926.1050415039062,934.0618526272151,919.9273837484352,926.2532690928241,5600234
2024-02-27,951.5570068359375,953.8303728609562,924.6718277838596,925.907359354923,12810206
2024-02-28,946.9608154296875,964.7030610464333,939.3005196068291,954.9670962933733,15219187
2024-02-29,939.20166015625,948.1468963700526,931.9861680848999,947.8997900639879,10346657
2024-03-01,966.0868530273438,969.0521287452563,945.6264385080103,947.8503952964446,10645369
2024-03-04,975.7734375,983.4831425314936,968.7555818937668,981.7533983109608,6084495
2024-03-05,1010.07177734375,1053.2659120883106,993.7132913514093,1015.1127219385515,59811033
2024-03-06,1005.8709716796875,1018.7204998260313,997.3210692046831,1013.1358730771062,14214823
2024-03-07,1027.2705078125,1034.881334694864,1002.3127075592151,1013.1359771368059,16877082
2024-03-11,1016.1011352539062,1023.959067560283,1009.1821586519827,1022.7730055486182,7502450
2024-03-12,1004.7342529296875,1024.9969702784908,999.5944296340093,1015.9035063653935,8763820
2024-03-13,961.9354858398438,1009.1822017297183,952.3971578428515,1007.2053511876423,16564155
2024-03-14,956.5485229492188,970.6335825741492,944.3414954057546,953.7809443518123,22931801
2024-03-15,934.9020385742188,968.4096801140828,929.1197747458411,957.1910771781498,23390913
2024-03-18,961.1941528320312,963.5169280535305,925.8085407120185,934.9020048096505,12121719
2024-03-19,946.664306640625,959.3655472863159,940.585467071049,957.3392875393542,9483750
2024-03-20,929.5645141601562,953.9786292635164,910.5373285943978,949.7778220606866,13900321
2024-03-21,953.7315063476562,958.0311318665498,935.0502458042364,939.9923718391425,11074207
2024-03-22,968.4590454101562,974.7849911254713,939.3499098062829,953.7315454199941,13638296
2024-03-26,974.7849731445312,983.4831030961262,964.7030237405218,965.6914489697641,9461531
2024-03-27,967.3223876953125,983.483116278565,965.3949464067172,980.1224463226199,6640537
2024-03-28,981.30859375,988.3264493481931,967.6683371208779,971.1278255579801,9862996
2024-04-01,980.7649536132812,998.161213869403,976.0205244824016,988.42524929532,8629407
2024-04-02,993.021484375,996.3326849404982,981.9016999448605,987.4368573963867,7995931
2024-04-03,997.4693603515625,1002.7080020855238,981.0614650835929,992.3789462071715,8040366
2024-04-04,999.8909912109375,1005.2285118655942,986.5967194300439,1004.2400865835239,9138276
2024-04-05,995.4430541992188,1000.7805747292508,992.7743542628929,999.8909678646821,4519120
2024-04-08,1001.4724731445312,1004.635446003254,992.3789487989623,998.3589094824612,5188052
2024-04-09,996.826904296875,1017.5838353729627,993.3674157841937,1009.1822204135938,8539041
2024-04-10,1001.7689819335938,1009.1821712424265,998.3094935894719,1000.5334503821217,4554077
2024-04-12,1006.7111206054688,1017.0895857663498,1001.7689943383825,1002.2632069650912,11575194
2024-04-15,987.2391357421875,995.2948257273225,967.1741150681369,986.5472259957671,12632409
2024-04-16,981.30859375,993.2685756869106,970.7324313194065,978.5410150660564,9574762
2024-04-18,960.1068115234375,991.4893121998605,955.0658670423218,984.8174419773139,13540490
2024-04-19,952.0512084960938,956.746228412045,933.0734317174584,952.8419366267267,15381310
2024-04-22,962.2813720703125,967.4211953398994,954.8187736381536,967.4211953398994,7187959
2024-04-23,975.3286743164062,982.9889704663451,962.7756608178646,964.7031022374588,7994116
2024-04-24,980.1719360351562,984.3727434022622,976.5641596942831,980.9132549822925,4671450
2024-04-25,989.6607666015625,991.6870262676931,978.046770089634,981.0120457948072,8366455
2024-04-26,987.9310302734375,997.271660884532,985.0645729375667,996.1349477237272,7937500
2024-04-29,989.0182495117188,994.108663518531,987.4367932935744,991.4399033628109,4764750
2024-04-30,996.23388671875,1007.65018689915,985.9542394392348,993.3674292094546,9047011
